AreaCode,Size_sqft,Bedrooms,Bathrooms,Furnishing,View,Developer,ParkingSpaces,AnnualRent,PropertyValuation,PropertyType,PropertyAge,AmenityCount,PricePerSqFt,RentToValueRatio,BedBathRatio,RentalYield,PricePerBedroom,PricePerBathroom,RentPerBedroom,RentPerBathroom,AgeBucket,AreaName,Count_Area,AvgAge_Area,MedianAge_Area,AvgVal_Area,MedianVal_Area,AvgRent_Area,MedianRent_Area,AvgPricePerSqFt_Area,AvgRentToValue_Area
6,807,1,1,0,3,2,3,28489,572032,0,14,5,708.8376703841387,0.04980315786529425,1.0,4.980315786529425,572032.0,572032.0,28489.0,28489.0,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
7,626,1,2,1,3,3,2,29640,517717,0,4,6,827.0239616613419,0.05725135547026657,0.5,5.725135547026658,517717.0,258858.5,29640.0,14820.0,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
4,1429,3,4,1,4,4,2,135472,2040957,0,9,6,1428.2414275717285,0.06637670465374822,0.75,6.637670465374821,680319.0,510239.25,45157.333333333336,33868.0,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
6,480,3,2,1,4,4,1,23702,404957,0,12,5,843.6604166666667,0.058529671051494356,1.5,5.852967105149435,134985.66666666666,202478.5,7900.666666666667,11851.0,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
7,1749,1,2,0,0,3,2,90602,2157086,0,8,3,1233.325328759291,0.04200203422580277,0.5,4.200203422580278,2157086.0,1078543.0,90602.0,45301.0,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
1,2642,4,3,1,1,1,3,91049,2231526,1,19,5,844.6351249053747,0.04080122750082231,1.3333333333333333,4.080122750082231,557881.5,743842.0,22762.25,30349.666666666668,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
6,1927,2,1,2,3,5,1,88142,1476156,0,11,6,766.0384016606123,0.059710491303087206,2.0,5.971049130308721,738078.0,1476156.0,44071.0,88142.0,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
6,971,1,1,0,4,3,1,46549,739968,0,13,3,762.0679711637487,0.06290677434699879,1.0,6.290677434699879,739968.0,739968.0,46549.0,46549.0,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
4,1133,1,1,2,2,3,3,83340,1393626,0,9,3,1230.0317740511916,0.059800836092323194,1.0,5.980083609232319,1393626.0,1393626.0,83340.0,83340.0,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
3,1031,2,1,0,1,1,1,41966,797075,0,18,3,773.1086323957323,0.05265000156823386,2.0,5.265000156823386,398537.5,797075.0,20983.0,41966.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
5,793,3,4,2,1,3,1,35397,818807,0,20,3,1032.5435056746533,0.043229967501499135,0.75,4.322996750149914,272935.6666666667,204701.75,11799.0,8849.25,0,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
0,1683,1,2,0,1,2,2,73507,1411864,0,14,4,838.8972073677957,0.052063796512978586,0.5,5.206379651297858,1411864.0,705932.0,73507.0,36753.5,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
0,835,2,1,0,1,5,3,64012,918216,0,16,3,1099.659880239521,0.06971344433118133,2.0,6.971344433118134,459108.0,918216.0,32006.0,64012.0,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
2,594,3,3,0,0,2,3,34809,629122,0,6,6,1059.1279461279462,0.05532949094134365,1.0,5.532949094134365,209707.33333333334,209707.33333333334,11603.0,11603.0,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
1,1843,1,1,2,3,4,1,70625,1378450,0,6,3,747.9381443298969,0.05123508288294824,1.0,5.123508288294824,1378450.0,1378450.0,70625.0,70625.0,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
4,1169,1,2,1,1,1,3,64017,1554275,0,15,3,1329.5765611633876,0.041187692010744556,0.5,4.118769201074455,1554275.0,777137.5,64017.0,32008.5,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
7,3681,3,2,2,1,3,3,249080,3763616,2,3,5,1022.4439011138278,0.06618103440946153,1.5,6.618103440946153,1254538.6666666667,1881808.0,83026.66666666667,124540.0,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
0,1689,1,1,0,2,4,3,156665,2305445,0,7,6,1364.9763173475428,0.0679543428708991,1.0,6.79543428708991,2305445.0,2305445.0,156665.0,156665.0,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
1,1272,3,3,2,1,1,3,79538,1346560,0,16,5,1058.6163522012578,0.059067549904942965,1.0,5.906754990494297,448853.3333333333,448853.3333333333,26512.666666666668,26512.666666666668,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
4,2785,2,2,0,3,2,2,145267,3418301,1,1,6,1227.3971274685816,0.042496842729765456,1.0,4.249684272976546,1709150.5,1709150.5,72633.5,72633.5,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
4,712,3,4,1,0,5,3,38612,772288,0,8,4,1084.6741573033707,0.049996892351040025,0.75,4.999689235104002,257429.33333333334,193072.0,12870.666666666666,9653.0,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
6,788,1,1,1,3,1,3,39697,596506,0,5,5,756.9873096446701,0.06654920486969117,1.0,6.654920486969116,596506.0,596506.0,39697.0,39697.0,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
3,1558,1,1,2,2,3,2,94897,2007531,0,13,6,1288.5308087291398,0.047270502921250034,1.0,4.7270502921250035,2007531.0,2007531.0,94897.0,94897.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
5,2540,4,5,1,1,1,3,209632,3500988,1,18,3,1378.3417322834646,0.059877954451714774,0.8,5.987795445171478,875247.0,700197.6,52408.0,41926.4,0,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
2,1978,1,2,1,0,3,3,174236,2915862,0,16,6,1474.1466127401416,0.059754542567515195,0.5,5.97545425675152,2915862.0,1457931.0,174236.0,87118.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
7,1903,2,3,0,0,3,3,95431,1937969,0,19,3,1018.3757225433526,0.04924278974534681,0.6666666666666666,4.924278974534681,968984.5,645989.6666666666,47715.5,31810.333333333332,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
2,1803,2,1,0,0,4,1,81801,1799431,1,3,6,998.0205213533001,0.04545937021202814,2.0,4.545937021202814,899715.5,1799431.0,40900.5,81801.0,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
3,835,1,1,1,3,3,1,52386,1164565,0,6,3,1394.688622754491,0.04498331995208511,1.0,4.4983319952085115,1164565.0,1164565.0,52386.0,52386.0,2,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
4,655,2,1,0,2,1,1,51394,807128,0,1,5,1232.2564885496183,0.063675154374523,2.0,6.367515437452299,403564.0,807128.0,25697.0,51394.0,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
5,1469,1,1,1,0,1,2,142095,2202847,0,4,5,1499.5554799183117,0.0645051608214279,1.0,6.450516082142791,2202847.0,2202847.0,142095.0,142095.0,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
0,4050,3,3,2,1,2,1,327050,6759471,2,6,5,1669.0051851851852,0.04838396377468,1.0,4.838396377468,2253157.0,2253157.0,109016.66666666667,109016.66666666667,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
1,1666,3,4,0,0,2,2,97291,2069744,0,2,6,1242.343337334934,0.047006296430862946,0.75,4.700629643086295,689914.6666666666,517436.0,32430.333333333332,24322.75,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
6,1654,1,1,2,1,0,3,80023,1825535,0,7,6,1103.7091898428052,0.043835368809691404,1.0,4.383536880969141,1825535.0,1825535.0,80023.0,80023.0,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
3,1778,3,3,2,1,4,1,138480,2316026,0,19,4,1302.6017997750282,0.05979207487308001,1.0,5.979207487308001,772008.6666666666,772008.6666666666,46160.0,46160.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
3,1865,1,1,2,3,3,3,84505,1508048,0,22,5,808.6048257372654,0.056036014768760675,1.0,5.603601476876068,1508048.0,1508048.0,84505.0,84505.0,1,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
6,1816,2,1,2,3,3,3,142064,2674965,0,5,3,1472.998348017621,0.05310873226378663,2.0,5.310873226378663,1337482.5,2674965.0,71032.0,142064.0,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
1,636,2,1,2,1,3,3,41479,632304,0,22,3,994.188679245283,0.06559977479187226,2.0,6.559977479187226,316152.0,632304.0,20739.5,41479.0,1,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
7,403,2,1,2,1,0,3,20413,472566,0,4,4,1172.6203473945409,0.043196082663585614,2.0,4.3196082663585615,236283.0,472566.0,10206.5,20413.0,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
5,1343,2,1,2,0,4,3,120095,1852402,0,2,5,1379.30156366344,0.06483203969764663,2.0,6.483203969764663,926201.0,1852402.0,60047.5,120095.0,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
5,1032,3,4,0,3,1,2,49577,770955,0,3,3,747.0494186046511,0.06430595819470657,0.75,6.430595819470657,256985.0,192738.75,16525.666666666668,12394.25,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
2,2231,4,3,1,0,3,1,150730,3007260,1,20,3,1347.942626624832,0.050122038001370016,1.3333333333333333,5.0122038001370015,751815.0,1002420.0,37682.5,50243.333333333336,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
6,3351,3,3,2,1,3,2,149451,3006917,1,8,3,897.3193076693524,0.049702402826549585,1.0,4.9702402826549585,1002305.6666666666,1002305.6666666666,49817.0,49817.0,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
5,3253,3,3,1,1,4,3,192832,3238865,1,19,4,995.6547802028897,0.059536905675290575,1.0,5.9536905675290575,1079621.6666666667,1079621.6666666667,64277.333333333336,64277.333333333336,0,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
0,4857,3,4,0,2,1,1,368868,8475771,2,10,4,1745.0630018529957,0.043520288596754206,0.75,4.35202885967542,2825257.0,2118942.75,122956.0,92217.0,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
0,704,3,4,1,4,4,3,42783,704209,0,5,6,1000.296875,0.060753270690945445,0.75,6.075327069094545,234736.33333333334,176052.25,14261.0,10695.75,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
3,5851,6,6,1,4,4,3,459336,8033317,2,25,6,1372.9818834387283,0.0571788714425187,1.0,5.71788714425187,1338886.1666666667,1338886.1666666667,76556.0,76556.0,1,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
4,2887,4,4,0,4,4,3,134143,2366607,2,13,6,819.7461032213371,0.056681569859296455,1.0,5.668156985929645,591651.75,591651.75,33535.75,33535.75,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
6,1597,3,4,2,1,2,2,93527,2140635,0,8,3,1340.4101440200375,0.043691241150406304,0.75,4.369124115040631,713545.0,535158.75,31175.666666666668,23381.75,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
2,1736,1,1,1,4,4,3,59572,1215318,0,12,5,700.0679723502304,0.04901762337100249,1.0,4.901762337100249,1215318.0,1215318.0,59572.0,59572.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
4,4322,4,5,2,2,3,1,160024,3616364,2,24,6,836.7339194817214,0.044249970412270447,0.8,4.424997041227044,904091.0,723272.8,40006.0,32004.8,1,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
1,3033,4,3,0,4,1,2,197430,4397149,1,17,5,1449.7688757006265,0.04489954741128854,1.3333333333333333,4.489954741128854,1099287.25,1465716.3333333333,49357.5,65810.0,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
6,920,3,3,2,0,3,3,40203,785773,0,3,4,854.1010869565217,0.05116363122683014,1.0,5.116363122683014,261924.33333333334,261924.33333333334,13401.0,13401.0,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
2,714,2,2,2,4,5,2,44039,865469,0,23,6,1212.141456582633,0.05088454930217027,1.0,5.0884549302170266,432734.5,432734.5,22019.5,22019.5,1,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
0,3099,4,4,1,2,2,3,233008,4736286,2,20,3,1528.32720232333,0.04919635342967042,1.0,4.919635342967042,1184071.5,1184071.5,58252.0,58252.0,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
6,1114,3,4,0,0,5,2,90391,1498182,0,20,5,1344.8671454219032,0.06033379122162728,0.75,6.033379122162728,499394.0,374545.5,30130.333333333332,22597.75,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
7,661,2,1,2,0,2,3,59879,978015,0,2,4,1479.5990922844176,0.061225032335904865,2.0,6.1225032335904865,489007.5,978015.0,29939.5,59879.0,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
1,4213,6,5,2,1,1,1,384264,7362026,2,5,6,1747.4545454545455,0.05219541468612037,1.2,5.219541468612037,1227004.3333333333,1472405.2,64044.0,76852.8,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
0,3099,2,1,0,0,0,1,287898,5460953,1,10,4,1762.1661826395612,0.052719369677783345,2.0,5.271936967778334,2730476.5,5460953.0,143949.0,287898.0,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
2,1454,3,4,0,2,3,3,82543,1639326,0,12,3,1127.4594222833562,0.05035179091895084,0.75,5.035179091895084,546442.0,409831.5,27514.333333333332,20635.75,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
5,3190,4,3,1,2,5,2,213897,3095843,2,10,3,970.4836990595611,0.06909168197482883,1.3333333333333333,6.909168197482883,773960.75,1031947.6666666666,53474.25,71299.0,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
0,2311,4,3,0,4,5,2,274819,3995970,1,19,5,1729.1086109909131,0.06877403984514398,1.3333333333333333,6.877403984514398,998992.5,1331990.0,68704.75,91606.33333333333,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
5,3065,3,2,0,2,1,1,148353,3684338,1,2,5,1202.0678629690049,0.04026584965874466,1.5,4.026584965874466,1228112.6666666667,1842169.0,49451.0,74176.5,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
7,573,3,4,0,0,4,2,29169,572683,0,10,4,999.4467713787086,0.050933937274198815,0.75,5.0933937274198815,190894.33333333334,143170.75,9723.0,7292.25,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
2,951,1,1,1,1,2,2,36095,696326,0,19,6,732.2039957939012,0.05183635251304705,1.0,5.183635251304705,696326.0,696326.0,36095.0,36095.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
0,2128,4,3,2,1,1,2,187571,2770355,1,1,6,1301.858552631579,0.06770648526993833,1.3333333333333333,6.770648526993833,692588.75,923451.6666666666,46892.75,62523.666666666664,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
7,620,1,1,0,2,3,2,57048,918313,0,15,4,1481.15,0.062122609611319886,1.0,6.212260961131989,918313.0,918313.0,57048.0,57048.0,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
7,977,2,1,1,2,1,1,63698,1204703,0,3,6,1233.0634595701126,0.052874442912485484,2.0,5.287444291248549,602351.5,1204703.0,31849.0,63698.0,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
6,5817,3,4,0,3,2,1,530961,10058164,2,17,4,1729.0981605638644,0.05278905772465035,0.75,5.278905772465035,3352721.3333333335,2514541.0,176987.0,132740.25,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
1,504,2,2,0,4,5,1,22860,475489,0,5,5,943.4305555555555,0.04807682196643876,1.0,4.807682196643876,237744.5,237744.5,11430.0,11430.0,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
4,3257,3,2,2,0,4,2,204736,3518079,1,16,5,1080.1593490942585,0.058195395839604515,1.5,5.819539583960451,1172693.0,1759039.5,68245.33333333333,102368.0,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
7,1406,2,2,0,0,1,2,104945,1819849,0,2,5,1294.3449502133712,0.057666872361388226,1.0,5.766687236138822,909924.5,909924.5,52472.5,52472.5,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
0,965,1,2,0,4,3,1,82639,1219497,0,19,6,1263.7274611398964,0.0677648243497114,0.5,6.77648243497114,1219497.0,609748.5,82639.0,41319.5,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
3,3067,3,3,2,0,0,2,235565,3829094,1,14,6,1248.4819041408543,0.06151977465165389,1.0,6.151977465165389,1276364.6666666667,1276364.6666666667,78521.66666666667,78521.66666666667,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
7,1258,3,4,0,0,2,1,102172,1680074,0,7,3,1335.5119236883943,0.06081398795529244,0.75,6.081398795529244,560024.6666666666,420018.5,34057.333333333336,25543.0,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
7,1490,3,2,1,4,1,1,59859,1047291,0,19,4,702.8798657718121,0.05715603399628184,1.5,5.715603399628184,349097.0,523645.5,19953.0,29929.5,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
5,3419,4,4,2,2,4,1,222297,4559461,1,18,5,1333.5656624744076,0.04875510504421465,1.0,4.875510504421465,1139865.25,1139865.25,55574.25,55574.25,0,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
2,2368,2,2,0,2,3,3,169942,3327417,1,14,3,1405.159206081081,0.05107324991126751,1.0,5.107324991126751,1663708.5,1663708.5,84971.0,84971.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
3,2924,3,4,2,2,1,3,233827,5161525,1,18,4,1765.2274281805746,0.04530192142826006,0.75,4.530192142826007,1720508.3333333333,1290381.25,77942.33333333333,58456.75,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
5,1993,3,2,1,1,0,2,77153,1643254,0,5,6,824.512794781736,0.046951353838177175,1.5,4.695135383817718,547751.3333333334,821627.0,25717.666666666668,38576.5,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
7,1381,1,1,0,4,5,1,68347,1682129,0,2,4,1218.0514120202752,0.04063124766293191,1.0,4.063124766293191,1682129.0,1682129.0,68347.0,68347.0,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
2,3474,3,4,0,3,3,1,233628,5295442,1,13,4,1524.3068508923432,0.04411869679622589,0.75,4.411869679622589,1765147.3333333333,1323860.5,77876.0,58407.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
5,4047,6,5,0,2,1,3,361225,5664331,2,21,3,1399.6370150728935,0.06377187350103658,1.2,6.377187350103658,944055.1666666666,1132866.2,60204.166666666664,72245.0,1,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
5,2017,4,5,1,1,1,2,80237,1925253,1,15,5,954.513138324244,0.04167608101376806,0.8,4.167608101376806,481313.25,385050.6,20059.25,16047.4,0,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
4,3004,3,2,2,3,4,1,130730,2475298,2,25,3,824.0006657789614,0.05281384302011313,1.5,5.281384302011313,825099.3333333334,1237649.0,43576.666666666664,65365.0,1,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
2,987,1,2,1,0,2,2,53100,784349,0,6,6,794.6798378926038,0.06769945521700162,0.5,6.769945521700162,784349.0,392174.5,53100.0,26550.0,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
3,3038,2,1,2,0,0,2,244989,5089871,1,16,6,1675.401909150757,0.048132654049582,2.0,4.8132654049582,2544935.5,5089871.0,122494.5,244989.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
6,3587,3,2,1,3,2,3,272103,4402874,2,22,4,1227.4530248118206,0.061801223473576576,1.5,6.180122347357657,1467624.6666666667,2201437.0,90701.0,136051.5,1,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
2,661,1,1,2,0,4,1,37577,665328,0,5,5,1006.5476550680787,0.05647890965057836,1.0,5.647890965057837,665328.0,665328.0,37577.0,37577.0,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
6,871,2,1,0,1,2,3,41364,939931,0,14,6,1079.1400688863375,0.044007485655861975,2.0,4.4007485655861975,469965.5,939931.0,20682.0,41364.0,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
3,1115,2,1,0,1,4,3,62210,903418,0,24,5,810.2403587443946,0.06886070456864929,2.0,6.886070456864929,451709.0,903418.0,31105.0,62210.0,1,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
2,453,3,3,1,4,4,1,19043,449464,0,25,5,992.1942604856512,0.04236824306284819,1.0,4.236824306284819,149821.33333333334,149821.33333333334,6347.666666666667,6347.666666666667,1,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
3,1252,1,1,2,2,1,1,55509,936496,0,22,6,748.0,0.05927307751447951,1.0,5.927307751447951,936496.0,936496.0,55509.0,55509.0,1,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
